tcp_frame_length,tcp_ip_length,tcp_length,udp_frame_length,udp_ip_length,udp_length,arp_frame_length,src_length,dst_length,num_ssl,num_http,num_ftp,num_ssh,num_smtp,num_dhcp,num_dns,num_tcp,num_udp,num_arp,connection_pairs,num_ports,num_packets
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
6288,5926,4774,180,152,112,0,152,112,2,0,0,0,0,0,0,25,2,0,4,7,27
6244,5978,5174,0,0,0,84,0,0,0,0,0,0,0,0,0,19,0,2,2,2,21
439,369,97,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,5
0,0,0,478,422,342,0,422,342,4,0,0,0,0,0,0,0,4,0,1,3,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
444,354,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,6
9285,8907,7463,494,452,392,0,452,392,2,0,0,0,0,0,0,27,3,0,3,5,30
17683,17107,15411,1026,942,822,0,942,822,6,0,0,0,0,0,0,39,6,0,4,8,45
671,595,395,0,0,0,84,0,0,0,0,0,0,0,0,0,5,0,2,2,2,7
9680,9318,8230,180,152,112,0,152,112,2,0,0,0,0,0,0,25,2,0,2,5,27
2256,2116,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,2,10
443,373,101,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,5
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
432,342,66,0,0,0,60,0,0,0,0,0,0,0,0,0,6,0,1,3,4,7
977,823,235,226,198,158,0,198,158,3,0,0,0,0,0,0,11,2,0,2,4,13
21413,20741,18865,172,144,104,84,144,104,2,0,0,0,0,0,0,45,2,2,3,6,49
396,326,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
9749,9305,8049,180,152,112,0,152,112,2,0,0,0,0,0,0,30,2,0,3,7,32
1162,1064,748,0,0,0,84,0,0,0,0,0,0,0,0,0,7,0,2,3,3,9
228,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,4
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
456,366,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,6
60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
492,382,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,7
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
10589,10101,8625,180,152,112,0,152,112,2,0,0,0,0,0,0,34,2,0,3,6,36
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
120,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
891,717,129,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,12
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
378,302,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
9702,9332,8248,180,152,112,0,152,112,2,0,0,0,0,0,0,26,2,0,2,5,28
0,0,0,478,422,342,0,422,342,4,0,0,0,0,0,0,0,4,0,1,3,4
377,321,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,4
9357,8951,7427,242,214,174,0,214,174,2,0,0,0,0,0,0,29,2,0,2,4,31
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
378,302,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
9050,8674,7566,180,152,112,0,152,112,2,0,0,0,0,0,0,26,2,0,3,6,28
897,841,681,0,0,0,144,0,0,0,0,0,0,0,0,0,4,0,3,3,2,7
1241,1045,301,226,198,158,0,198,158,3,0,0,0,0,0,0,14,2,0,3,6,16
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
246,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
9817,9413,8249,180,152,112,84,152,112,2,0,0,0,0,0,0,28,2,2,2,5,32
396,326,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
396,326,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
10356,9882,8470,180,152,112,0,152,112,2,0,0,0,0,0,0,33,2,0,3,6,35
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
699,573,129,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,9
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
378,302,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,478,422,342,0,422,342,4,0,0,0,0,0,0,0,4,0,1,3,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
7888,7568,6608,180,152,112,0,152,112,2,0,0,0,0,0,0,22,2,0,3,6,24
2192,2066,1706,0,0,0,210,0,0,0,0,0,0,0,0,0,9,0,5,6,2,14
9486,9052,7428,242,214,174,8904,214,174,2,0,0,0,0,0,0,31,2,212,88,6,245
0,0,0,0,0,0,10374,0,0,0,0,0,0,0,0,0,0,0,247,110,0,247
0,0,0,636,594,534,4704,594,534,3,0,0,0,0,0,0,0,3,112,72,2,115
264,222,66,212,198,178,756,198,178,1,0,0,0,0,0,0,3,1,18,16,4,22
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
378,302,66,0,0,0,126,0,0,0,0,0,0,0,0,0,5,0,3,3,3,8
66,52,0,0,0,0,372,0,0,0,0,0,0,0,0,0,1,0,8,4,2,9
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
1241,1045,301,226,198,158,84,198,158,3,0,0,0,0,0,0,14,2,2,4,6,18
7624,7346,6542,180,152,112,252,152,112,2,0,0,0,0,0,0,19,2,6,3,5,27
2192,2066,1706,0,0,0,126,0,0,0,0,0,0,0,0,0,9,0,3,2,2,12
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
264,222,66,0,0,0,210,0,0,0,0,0,0,0,0,0,3,0,5,2,2,8
132,104,0,0,0,0,210,0,0,0,0,0,0,0,0,0,2,0,5,2,2,7
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
264,222,66,0,0,0,126,0,0,0,0,0,0,0,0,0,3,0,3,2,2,6
114,80,0,252,238,218,84,238,218,0,0,0,0,0,0,0,2,1,2,3,3,5
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
396,326,66,0,0,0,126,0,0,0,0,0,0,0,0,0,5,0,3,3,3,8
9816,9412,8248,180,152,112,126,152,112,2,0,0,0,0,0,0,28,2,3,3,5,33
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
264,222,66,0,0,0,84,0,0,0,0,0,0,0,0,0,3,0,2,2,2,5
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
377,321,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,4
132,104,0,180,152,112,126,152,112,0,0,0,0,0,0,0,2,2,3,3,4,7
9868,9450,8246,180,152,112,84,152,112,2,0,0,0,0,0,0,29,2,2,2,5,33
765,625,129,0,0,0,42,0,0,0,0,0,0,0,0,0,10,0,1,3,3,11
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,848,792,712,126,792,712,4,0,0,0,0,0,0,0,4,3,2,2,7
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
264,222,66,0,0,0,210,0,0,0,0,0,0,0,0,0,3,0,5,2,2,8
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,478,422,342,210,422,342,4,0,0,0,0,0,0,0,4,5,2,3,9
114,80,0,0,0,0,294,0,0,0,0,0,0,0,0,0,2,0,7,3,2,9
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
264,222,66,0,0,0,210,0,0,0,0,0,0,0,0,0,3,0,5,2,2,8
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
9225,8847,7427,242,214,174,168,214,174,2,0,0,0,0,0,0,27,2,4,3,4,33
0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
8488,8126,7046,180,152,112,228,152,112,2,0,0,0,0,0,0,25,2,5,4,6,32
1592,1508,1268,0,0,0,186,0,0,0,0,0,0,0,0,0,6,0,4,2,2,10
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
0,0,0,276,234,174,228,234,174,0,0,0,0,0,0,0,0,3,5,3,1,8
264,222,66,796,234,586,168,234,586,2,0,0,0,0,0,0,3,5,4,4,4,12
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
132,104,0,0,0,0,168,0,0,0,0,0,0,0,0,0,2,0,4,2,2,6
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
378,302,66,0,0,0,168,0,0,0,0,0,0,0,0,0,5,0,4,3,3,9
977,823,235,226,198,158,168,198,158,3,0,0,0,0,0,0,11,2,4,3,4,17
0,0,0,848,792,712,210,792,712,4,0,0,0,0,0,0,0,4,5,3,2,9
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
264,222,66,0,0,0,126,0,0,0,0,0,0,0,0,0,3,0,3,2,2,6
10286,9820,8472,180,152,112,126,152,112,2,0,0,0,0,0,0,32,2,3,4,6,37
66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
44739,43195,38847,734,622,462,126,622,462,8,0,0,0,0,0,0,103,8,3,6,12,114
18132,17776,16740,0,0,0,168,0,0,0,0,0,0,0,0,0,25,0,4,3,3,29
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
396,326,66,0,0,0,126,0,0,0,0,0,0,0,0,0,5,0,3,3,3,8
114,80,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
8624,8376,7736,0,0,0,42,0,0,0,0,0,0,0,0,0,16,0,1,4,6,17
1022,878,458,0,0,0,84,0,0,0,0,0,0,0,0,0,9,0,2,3,3,11
9816,9412,8248,180,152,112,126,152,112,2,0,0,0,0,0,0,28,2,3,3,5,33
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4
132,104,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2,0,1,2,2,3
264,222,66,636,594,534,126,594,534,3,0,0,0,0,0,0,3,3,3,3,4,9
0,0,0,212,198,178,42,198,178,1,0,0,0,0,0,0,0,1,1,2,2,2
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
570,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,6,10
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
114,80,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
132,104,0,0,0,0,168,0,0,0,0,0,0,0,0,0,2,0,4,2,2,6
444,342,66,0,0,0,84,0,0,0,0,0,0,0,0,0,6,0,2,4,5,8
561,443,63,0,0,0,126,0,0,0,0,0,0,0,0,0,8,0,3,3,3,11
9986,9528,8244,180,152,112,0,152,112,2,0,0,0,0,0,0,31,2,0,3,6,33
264,222,66,0,0,0,126,0,0,0,0,0,0,0,0,0,3,0,3,2,2,6
0,0,0,478,422,342,162,422,342,4,0,0,0,0,0,0,0,4,3,4,3,7
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4
324,262,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
9286,8888,7428,242,214,174,126,214,174,2,0,0,0,0,0,0,28,2,3,4,5,33
264,222,66,848,792,712,126,792,712,4,0,0,0,0,0,0,3,4,3,3,4,10
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
9816,9412,8248,180,152,112,0,152,112,2,0,0,0,0,0,0,28,2,0,2,5,30
264,222,66,0,0,0,84,0,0,0,0,0,0,0,0,0,3,0,2,2,2,5
132,104,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2,0,3,2,2,5
1241,1045,301,226,198,158,126,198,158,3,0,0,0,0,0,0,14,2,3,4,6,19
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
114,80,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2,0,3,2,2,5
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
132,104,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2,0,3,2,2,5
10080,9634,8314,180,152,112,126,152,112,2,0,0,0,0,0,0,31,2,3,4,6,36
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,848,792,712,126,792,712,4,0,0,0,0,0,0,0,4,3,2,2,7
330,274,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
378,302,66,0,0,0,84,0,0,0,0,0,0,0,0,0,5,0,2,3,3,7
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
330,274,66,0,0,0,126,0,0,0,0,0,0,0,0,0,4,0,3,3,3,7
66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
10271,9819,8523,180,152,112,84,152,112,2,0,0,0,0,0,0,31,2,2,2,5,35
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
264,222,66,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,1,2,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
264,222,66,252,238,218,186,238,218,0,0,0,0,0,0,0,3,1,4,4,3,8
567,455,63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,8
0,0,0,636,594,534,126,594,534,3,0,0,0,0,0,0,0,3,3,3,2,6
0,0,0,212,198,178,84,198,178,1,0,0,0,0,0,0,0,1,2,2,2,3
264,222,66,386,169,298,0,169,298,2,0,0,0,0,0,0,3,2,0,3,3,5
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
9933,9585,8549,658,574,454,0,574,454,6,0,0,0,0,0,0,24,6,0,2,7,30
1592,1508,1268,0,0,0,210,0,0,0,0,0,0,0,0,0,6,0,5,3,2,11
264,222,66,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,1,2,2,4
10587,10067,8591,172,144,104,84,144,104,2,0,0,0,0,0,0,35,2,2,3,5,39
9197,8833,7429,242,214,174,0,214,174,2,0,0,0,0,0,0,26,2,0,2,4,28
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
492,382,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,7
132,104,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
10327,9861,8525,180,152,112,0,152,112,2,0,0,0,0,0,0,32,2,0,2,5,34
1187,1005,301,226,198,158,0,198,158,3,0,0,0,0,0,0,13,2,0,3,6,15
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
492,382,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,7
132,104,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
120,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2
10208,9734,8310,180,152,112,0,152,112,2,0,0,0,0,0,0,33,2,0,4,7,35
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
510,406,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,7
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
9870,9452,8248,180,152,112,0,152,112,2,0,0,0,0,0,0,29,2,0,2,5,31
0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
777,637,129,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,3,10
318,262,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4
60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
0,0,0,478,422,342,0,422,342,4,0,0,0,0,0,0,0,4,0,1,3,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
264,222,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3
19228,18404,15676,422,366,286,0,366,286,4,0,0,0,0,0,0,58,4,0,3,7,62
264,222,66,848,792,712,0,792,712,4,0,0,0,0,0,0,3,4,0,2,4,7
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
264,222,66,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,1,2,2,4
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
246,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4
338,282,66,226,198,158,126,198,158,2,0,0,0,0,0,0,4,2,3,4,6,9
